"Name","Description","Phone","Directions","Website","Email","Cuisines","Horarios","Feactures","Meals","GoodFor","Url"
"Fuente Alemana",,"+56 2 2233 4705","Avenida Pedro de Valdivia 210 | Barcelona, Santiago, Chile","http://www.notienenpaginaweb.cl/",,"Fast Food, Chilean","Monday  10:00 am - 10:00 pm
Tuesday  10:00 am - 10:00 pm
Wednesday  10:00 am - 10:00 pm
Thursday  10:00 am - 10:00 pm
Friday  10:00 am - 10:00 pm
Saturday  10:00 am - 10:00 pm
","Takeout, Waitstaff","Lunch, Brunch","Families with children, Kids","https://www.tripadvisor.com/Restaurant_Review-g294305-d7359126-Reviews-Fuente_Alemana-Santiago_Santiago_Metropolitan_Region.html"
"Giratorio Restaurant",,"+56 2 2232 1827","Avenida Nueva Providencia 2250 | Providencia, Santiago 8320000, Chile","http://giratorio.cl/",,"International, Chilean, South American, Vegetarian Friendly","Monday  12:00 pm - 12:00 am
Tuesday  12:00 pm - 12:00 am
Wednesday  12:00 pm - 12:00 am
Thursday  12:00 pm - 12:00 am
Friday  12:00 pm - 12:00 am
Saturday  12:00 pm - 12:00 am
","Waitstaff, Parking Available, Free Off-Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Seating","Lunch, Dinner","Business meetings, Families with children, Kids, Special occasions, Bar scene, Local cuisine, Scenic view, Large groups, Romantic","https://www.tripadvisor.com/Restaurant_Review-g294305-d1070482-Reviews-Giratorio_Restaurant-Santiago_Santiago_Metropolitan_Region.html"
"Restaurant Girotorio",,"+56 2 2232 1827","Av. 11 de Septembre 2250, Piso 16 | Ptovidencia, Santiago 8320000, Chile","http://giratorio.cl/",,"Seafood, Mediterranean, Chilean, South American",,"Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi","Lunch, Dinner","Business meetings, Kids, Scenic view, Families with children, Local cuisine, Large groups, Bar scene, Special occasions, Romantic","https://www.tripadvisor.com/Restaurant_Review-g294305-d2082368-Reviews-Restaurant_Girotorio-Santiago_Santiago_Metropolitan_Region.html"
"La Pizza Nostra",,"+56 2 2231 8941","Avenida Providencia 1975, Santiago 22318941, Chile","http://www.lapizzanostra.cl/",,"Italian, Pizza, Vegetarian Friendly","Sunday  10:00 am - 12:30 am
Monday  10:00 am - 12:30 am
Tuesday  10:00 am - 12:30 am
Wednesday  10:00 am - 12:30 am
Thursday  10:00 am - 12:30 am
Friday  10:00 am - 12:30 am
Saturday  10:00 am - 12:30 am
","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Lunch, Dinner, Late Night","Large groups, Kids, Business meetings, Special occasions, Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d815683-Reviews-La_Pizza_Nostra-Santiago_Santiago_Metropolitan_Region.html"
"Jose Ramon 277",,"+56 9 4258 1689","Jose Ramon Gutierrez 277, Santiago 8320162, Chile","http://www.joseramon.cl/",,"Bar, Pub, Chilean, Brew Pub, Healthy, South American, Vegetarian Friendly","Sunday  11:00 am - 11:00 pm
Monday  8:00 am - 12:00 am
Tuesday  8:00 am - 12:00 am
Wednesday  8:00 am - 12:00 am
Thursday  8:00 am - 12:00 am
Friday  8:00 am - 12:00 am
Saturday  11:00 am - 12:00 am
","Reservations, Seating, Waitstaff, Serves Alcohol, Free Wifi","Lunch, Dinner, Brunch","Bar scene, Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7691327-Reviews-Jose_Ramon_277-Santiago_Santiago_Metropolitan_Region.html"
"KM 0",,"245 7077","Isidora Goyenechea 3000 | Subsuelo Hotel W, Santiago 8320000, Chile","http://www.kilometro0.cl/sitio/",,"French, Seafood, Mediterranean, European, Vegetarian Friendly, Gluten Free Options","Sunday  1:00 pm - 12:00 am
Monday  1:00 pm - 12:00 am
Tuesday  1:00 pm - 12:00 am
Wednesday  1:00 pm - 12:00 am
Thursday  1:00 pm - 12:00 am
Friday  1:00 pm - 12:00 am
Saturday  1:00 pm - 12:00 am
","Reservations, Private Dining, Seating, Waitstaff, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Lunch, Dinner, Breakfast, Late Night","Business meetings, Special occasions, Bar scene, Large groups, Romantic","https://www.tripadvisor.com/Restaurant_Review-g294305-d2232378-Reviews-KM_0-Santiago_Santiago_Metropolitan_Region.html"
"Sabor y Aroma","Peruvian and Asian food in one place in Santiago. Come to visit and enjoy the experience that our Chef and staff has prepare for you","+(56)232643715","Av Raul Labbe 12559, La Dehesa | La Dehesa, Lo Barnechea, Santiago, Chile","http://www.saboryaroma.cl/","contacto@saboryaroma.cl","Japanese, Peruvian, Seafood, Sushi, Vegetarian Friendly","Sunday  12:30 pm - 10:00 pm
Monday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Tuesday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Wednesday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Thursday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Friday  12:30 pm - 4:00 pm / 7:30 pm - 12:00 am
Saturday  12:30 pm - 4:00 pm / 7:30 pm - 12:00 am
","Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Validated Parking, Television, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi","Lunch, Dinner","Large groups, Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d11849726-Reviews-Sabor_y_Aroma-Santiago_Santiago_Metropolitan_Region.html"
"Margo Gourmet",,"+56 2 2244 5902","Manquehue Oriente 22030 | Parque Arauco, distrito del lujo., Santiago, Chile","http://margo.cl/sitio/",,"Chilean, International, Vegetarian Friendly, Vegan Options","Sunday  12:30 pm - 11:30 pm
Monday  12:30 pm - 11:30 pm
Tuesday  12:30 pm - 11:30 pm
Wednesday  12:30 pm - 11:30 pm
Thursday  12:30 pm - 11:30 pm
Friday  12:30 pm - 11:30 pm
Saturday  12:30 pm - 11:30 pm
","Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol","Lunch, Dinner, Breakfast, Late Night","Romantic, Large groups, Special occasions, Business meetings, Families with children, Kids","https://www.tripadvisor.com/Restaurant_Review-g294305-d5667030-Reviews-Margo_Gourmet-Santiago_Santiago_Metropolitan_Region.html"
"Centro Cultural Palacio La Moneda",,"56 2 3556528","Plaza de la Ciudadania, 26, Centro, Santiago, Chile","http://www.ccplm.cl/sitio/",,,"Sunday  9:00 am - 9:00 pm
Monday  9:00 am - 9:00 pm
Tuesday  9:00 am - 9:00 pm
Wednesday  9:00 am - 9:00 pm
Thursday  9:00 am - 9:00 pm
Friday  9:00 am - 9:00 pm
Saturday  9:00 am - 9:00 pm
","Wheelchair Accessible","Breakfast, Lunch","Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d782474-Reviews-Centro_Cultural_Palacio_La_Moneda-Santiago_Santiago_Metropolitan_Region.html"
"Vapiano Parque Arauco","Welcome toVAPIANO! At VAPIANO you enjoy fresh pasta, pizza, antipasti, salad, risotto or our dolci in mediterranean atmosphere. Our Vapiansiti prepare your favourite dish fresh in front of your eyes, especially for you. Extra meat, vegetarian or vegan, your personal preferences are respected during the preparation of the dish. Uncompromised freshness guarantees exceptional taste!","+56 2 3202 6319","Avenida Presidente Kennedy 5413 | Mall Parque Arauco, Santiago 7560994, Chile","http://cl.vapiano.com/es/home/","contacto@vapiano.cl","Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options","Sunday  11:00 am - 12:00 am
Monday  11:00 am - 12:00 am
Tuesday  11:00 am - 12:00 am
Wednesday  11:00 am - 12:00 am
Thursday  11:00 am - 12:00 am
Friday  11:00 am - 1:00 am
Saturday  11:00 am - 1:00 am
","Takeout, Outdoor Seating, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi","Lunch, Dinner","Kids, Large groups, Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d7687866-Reviews-Vapiano_Parque_Arauco-Santiago_Santiago_Metropolitan_Region.html"
"Senso","Senso provides you with delicious Mediterranean gastronomy with the freshness of locally sourced Chilean products. Compliment your meal by discovering the abundance of unique wines from the finest boutique wineries of the region. An outstanding and diverse selection of unique Chilean wines, has been awarded for 5 consecutive years by Wine Spectator as the best wine menu in the country. �We have chosen the best products from our coasts, valleys and fields, highlighting on every plate the flavours of Mediterranean cuisine.�Felipe Moraga � Senso�s Chef","+56 2 2950 3145","Avenida Presidente Kennedy 4601, Santiago 7560994, Chile","https://www.hyatt.com/es-ES/home","santi-senso@hyatt.com","Mediterranean, Vegetarian Friendly","Sunday  7:00 pm - 12:00 am / 6:00 am - 11:00 am / 1:00 pm - 4:00 pm
Monday  7:00 pm - 12:00 am / 6:30 am - 10:30 am / 12:30 pm - 4:00 pm
Tuesday  7:00 pm - 12:00 am / 6:30 am - 10:30 am / 12:30 pm - 4:00 pm
Wednesday  7:00 pm - 12:00 am / 6:30 am - 10:30 am / 12:30 pm - 4:00 pm
Thursday  7:00 pm - 12:00 am / 6:30 am - 10:30 am / 12:30 pm - 4:00 pm
Friday  7:00 pm - 12:00 am / 6:30 am - 10:30 am / 12:30 pm - 4:00 pm
Saturday  7:00 pm - 12:00 am / 6:00 am - 11:00 am / 1:00 pm - 4:00 pm
","Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Valet Parking, Free Off-Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Breakfast, Lunch, Dinner","Romantic, Business meetings, Families with children, Kids, Local cuisine, Large groups, Special occasions","https://www.tripadvisor.com/Restaurant_Review-g294305-d799339-Reviews-Senso-Santiago_Santiago_Metropolitan_Region.html"
"Hard Rock Cafe Santiago","Santiago, also known as Gran Santiago, is the capital of Chile, the country�s main metropolitan area, and home to a new Hard Rock Cafe. Our Santiago cafe is located in the largest shopping center in Chile, Costanera Center, surrounded by hotels and corporate offices. We�re located only 12 minutes from Arturo Merino Benitez International Airport and 20 minutes from Tobalaba metro station and the most important conference centers in the city. Experience Santiago Santiago is a major hub for tourist activities, with many destinations accessible in the surrounding countryside, including ski resorts such as Valle Nevado and Portillo, valleys and wine routes, the coastal city of Vina del Mar, and Valparaiso. The tall and majestic Andes Mountains surround the city, offering gorgeous, snow-tipped views. The Place to Be in Santiago Hard Rock Cafe Santiago is the place to be and be seen in Santiago, not only for the live music but also for the fantastic food. Our cafe features 1,000 square meters of space with seating for approximately 287, a patio bar, VIP Room, stage, and Rock Shop�. While the cafe features Hard Rock�s signature American flair and classic rock memorabilia, it also features authentic Chilean decor, including copper elements and brightly colored lighting.","+56 2 2412 5830","Nueva Tobalaba 0412 | Costanera Centro local 1226, Nivel 1, Santiago 7500000, Chile","http://www.hardrock.com/cafes/santiago/","contacto@hrcsantiago.cl","American, Bar, Pub, Vegetarian Friendly","Sunday  12:30 pm - 1:00 am
Monday  12:30 pm - 1:00 am
Tuesday  12:30 pm - 1:00 am
Wednesday  12:30 pm - 1:00 am
Thursday  12:30 pm - 2:00 am
Friday  12:30 pm - 2:00 am
Saturday  12:30 pm - 2:00 am
","Takeout, Outdoor Seating, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi","Dinner, Brunch, Late Night","Large groups, Families with children, Bar scene, Special occasions","https://www.tripadvisor.com/Restaurant_Review-g294305-d3585121-Reviews-Hard_Rock_Cafe_Santiago-Santiago_Santiago_Metropolitan_Region.html"
"Ninety Nine Restaurant","99 Is a product food restaurant. We use only seasonal products, many of them are organic. We work directly with the producers without intermediaries, having as result, fresh and first quality dishes.99 Has two proposals, one for lunch, bistro style menu with 6 different options, and at night, a tasting menu of 6 or 9 dishes.","+56 2 2335 3327","Andres de Fuenzalida 99, Santiago, Chile","http://99restaurante.com/","contacto@99restaurante.com","Vegetarian Friendly, Gluten Free Options","Monday  1:00 pm - 2:30 pm / 8:00 pm - 9:00 pm
Tuesday  1:00 pm - 2:30 pm / 8:00 pm - 9:00 pm
Wednesday  1:00 pm - 2:30 pm / 8:00 pm - 9:00 pm
Thursday  1:00 pm - 2:30 pm / 8:00 pm - 9:00 pm
Friday  1:00 pm - 2:30 pm / 8:00 pm - 9:00 pm
","Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Free Wifi","Lunch, Dinner","Romantic, Special occasions","https://www.tripadvisor.com/Restaurant_Review-g294305-d6620454-Reviews-Ninety_Nine_Restaurant-Santiago_Santiago_Metropolitan_Region.html"
"Liguria",,"+56 2 2235 7914","Avenida Providencia 1373 | Metro Manuel Montt, Providencia, Santiago 8320000, Chile","http://www.liguria.cl/",,"Bar, Chilean, South American, Vegetarian Friendly",,"Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Lunch, Dinner, Breakfast, Late Night, Drinks","Large groups, Local cuisine, Bar scene, Special occasions","https://www.tripadvisor.com/Restaurant_Review-g294305-d1070635-Reviews-Liguria-Santiago_Santiago_Metropolitan_Region.html"
"Catae",,"+56 2 2678 8871","Avenida Presidente Kennedy 4700, Santiago 8320000, Chile","http://www.marriott.com/hotels/hotel-information/restaurant/sclbr-renaissance-santiago-hotel/","catae.reservas@rsantiagohotel.com","Chilean, International, Vegetarian Friendly, Vegan Options","Sunday  6:30 am - 11:00 am / 12:30 pm - 3:30 pm / 7:30 pm - 11:00 pm
Monday  6:30 am - 11:00 am / 12:30 pm - 3:30 pm / 7:30 pm - 11:00 pm
Tuesday  6:30 am - 11:00 am / 12:30 pm - 3:30 pm / 7:30 pm - 11:00 pm
Wednesday  6:30 am - 11:00 am / 12:30 pm - 3:30 pm / 7:30 pm - 11:00 pm
Thursday  6:30 am - 11:00 am / 12:30 pm - 3:30 pm / 7:30 pm - 11:00 pm
Friday  6:30 am - 11:00 am / 12:30 pm - 3:30 pm / 7:30 pm - 11:00 pm
Saturday  6:30 am - 11:00 am / 12:30 pm - 3:30 pm / 7:30 pm - 11:00 pm
","Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations, Seating, Waitstaff, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Breakfast, Lunch, Dinner, Brunch","Business meetings, Bar scene, Special occasions, Large groups, Romantic, Local cuisine, Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d6546923-Reviews-Catae-Santiago_Santiago_Metropolitan_Region.html"
"Eladio",,"+56 2 2231 4224","Avenida Nueva Providencia 2250, 5, Santiago 8320000, Chile","https://www.eladio.cl/",,"Steakhouse, Barbecue, Chilean, South American",,"Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","Lunch, Dinner, Breakfast, Late Night","Large groups, Local cuisine, Special occasions, Business meetings, Families with children, Kids","https://www.tripadvisor.com/Restaurant_Review-g294305-d1067513-Reviews-Eladio-Santiago_Santiago_Metropolitan_Region.html"
"La Maestranza",,"+56 2 3223 5280","Avenida Vitacura 5468 | Vitacura Av. corner Luis Carrera St., Santiago 7630628, Chile","http://lamaestranzarestaurant.cl/",,"American, Bar","Sunday  1:00 pm - 11:00 pm
Monday  1:00 pm - 11:00 pm
Tuesday  1:00 pm - 11:00 pm
Wednesday  1:00 pm - 11:00 pm
Thursday  1:00 pm - 11:00 pm
Friday  1:00 pm - 12:00 am
Saturday  1:00 pm - 12:00 am
","Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Lunch, Dinner","Bar scene, Large groups, Kids, Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d8552810-Reviews-La_Maestranza-Santiago_Santiago_Metropolitan_Region.html"
"Cuerovaca",,"+56 2 2206 3911","Paseo Peatonal El Manio 1659 | Vitacura, Santiago, Chile","http://www.cuerovacachile.com/intro/","info@cuerovaca.com","Steakhouse, Latin, Barbecue, Chilean","Sunday  12:30 pm - 4:00 pm / 7:00 pm - 10:30 pm
Monday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Tuesday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Wednesday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Thursday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Friday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
Saturday  12:30 pm - 4:00 pm / 7:30 pm - 11:00 pm
","Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Lunch, Dinner, Late Night","Romantic, Special occasions, Large groups, Bar scene, Local cuisine, Business meetings, Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d919537-Reviews-Cuerovaca-Santiago_Santiago_Metropolitan_Region.html"
"De la Ostia",,"+56 2 2335 1422","Orrego Luco 065, Santiago, Chile","http://www.delaostia.cl/",,"Bar, Mediterranean, Spanish, Vegetarian Friendly","Monday  11:45 am - 11:00 pm
Tuesday  11:45 am - 11:00 pm
Wednesday  11:45 am - 11:00 pm
Thursday  11:45 am - 12:30 am
Friday  11:45 am - 12:30 am
Saturday  11:45 am - 12:30 am
","Reservations, Outdoor Seating, Seating, Waitstaff, Television, Serves Alcohol, Full Bar, Free Wifi","Lunch, Dinner, Breakfast, Late Night, Drinks","Bar scene","https://www.tripadvisor.com/Restaurant_Review-g294305-d1024045-Reviews-De_la_Ostia-Santiago_Santiago_Metropolitan_Region.html"
"Silabario Cocina Local",,"+56 2 2502 5429","Lincoyan 920, Nunoa | Barrio Italia, Santiago, Chile","http://www.cocinalocal.cl/","valentina@cocinalocal.cl","Chilean, South American, Vegetarian Friendly","Sunday  1:00 pm - 4:30 pm
Tuesday  7:00 pm - 11:30 pm
Wednesday  7:00 pm - 11:30 pm
Thursday  7:00 pm - 11:30 pm
Friday  7:00 pm - 11:30 pm
Saturday  1:00 pm - 12:00 am
","Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol","Lunch, Dinner","Families with children, Special occasions, Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d8547728-Reviews-Silabario_Cocina_Local-Santiago_Santiago_Metropolitan_Region.html"
"Tanta",,"+56 2 2299 6965","Avenida Presidente Kennedy 9001, Santiago 7560994, Chile","http://www.altolascondes.cl/mirador-del-alto/tanta.",,"Peruvian, Latin, Seafood, South American, Vegetarian Friendly",,"Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Lunch, Dinner, Late Night","Large groups, Business meetings, Families with children, Kids, Special occasions","https://www.tripadvisor.com/Restaurant_Review-g294305-d1654620-Reviews-Tanta-Santiago_Santiago_Metropolitan_Region.html"
